0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
127.382,209.400,241.173,239.652,235.829,238.312,301.790,301.589,304.003,430.666,431.240,430.777,431.028,321.200,312.737,310.697,253.832,259.695,228.361,353.423,390.108,626.471,661.048,660.477,648.672,623.874,592.976,541.919,471.767,397.610,320.914,252.421,241.777,240.825,238.752,239.889,235.135,199.878,136.749,136.854,277.683,265.574,265.545,265.890,265.018,202.850,89.232,89.425,91.836,91.411,90.539,24.170,34.920,0.000 ,0.200 ,241.124,196.982,182.999,NaN,209.626,209.844,NaN,60.037
127.315,209.456,241.228,239.707,235.864,238.349,301.820,301.619,304.032,430.714,431.289,430.827,431.077,321.248,312.811,310.769,253.945,259.813,228.545,353.618,390.296,626.639,661.212,660.642,648.836,624.036,593.129,542.066,471.902,397.725,321.022,252.530,241.886,240.934,238.852,239.985,235.249,200.017,136.859,136.967,277.716,265.604,265.575,265.919,265.047,202.824,89.215,89.407,91.824,91.398,90.528,24.366,35.115,0.200 ,0.000 ,240.924,196.783,182.802,NaN,209.596,209.826,NaN,59.837
235.373,364.192,388.215,387.243,368.774,372.687,417.388,417.262,418.448,546.753,547.242,547.321,547.582,449.437,463.341,460.201,441.033,448.912,460.950,589.979,620.596,836.595,867.475,866.791,854.773,828.353,789.643,734.591,655.782,567.983,491.021,430.318,421.588,420.734,412.209,410.017,418.530,404.082,334.259,335.640,392.588,380.408,380.490,380.058,378.419,289.840,247.487,247.342,250.433,250.096,250.589,264.717,274.992,241.124,240.924,0.000 ,49.477,65.488,NaN,290.905,301.000,NaN,181.104
210.963,340.014,366.369,365.258,349.036,352.813,402.735,402.590,404.059,534.789,535.303,535.270,535.534,433.066,442.686,439.709,412.291,419.872,421.221,542.449,572.039,787.125,818.055,817.373,805.355,778.959,740.443,685.488,606.937,519.607,442.375,381.149,372.339,371.481,363.101,361.006,369.194,354.666,284.906,286.305,346.642,334.272,334.347,333.970,332.365,243.822,198.098,197.950,201.020,200.688,201.194,219.972,229.931,196.982,196.783,49.477,0.000 ,16.017,NaN,245.416,254.993,NaN,137.600
204.508,332.900,359.974,358.818,343.425,347.141,398.671,398.520,400.080,531.320,531.842,531.772,532.036,428.343,436.493,433.578,403.395,410.857,408.480,526.988,556.254,771.129,802.094,801.412,789.396,763.012,724.592,669.683,591.247,504.121,426.782,365.323,356.475,355.614,347.307,345.258,353.284,338.653,268.904,270.309,332.213,319.774,319.845,319.491,317.901,229.468,182.091,181.942,185.008,184.676,185.185,205.693,215.511,182.999,182.802,65.488,16.017,0.000 ,NaN,231.291,240.628,NaN,124.164
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
327.660,418.068,449.892,448.348,445.424,447.861,511.416,511.215,513.627,639.632,640.208,639.708,639.956,530.280,519.132,517.351,451.618,456.110,382.828,396.336,403.464,572.364,598.687,597.913,585.998,558.786,514.747,458.426,376.745,285.273,213.237,167.715,162.953,162.420,149.795,145.076,164.452,181.295,141.257,143.360,101.782,89.857,89.951,89.439,87.761,7.600 ,120.676,120.464,118.395,118.781,119.762,209.661,209.401,209.626,209.596,290.905,245.416,231.291,NaN,0.000 ,12.360,NaN,209.102
329.991,417.269,449.074,447.522,445.294,447.643,511.423,511.220,513.666,638.801,639.378,638.856,639.102,529.585,517.455,515.745,448.581,452.884,376.584,385.322,391.736,560.067,586.470,585.698,573.778,546.576,502.670,446.372,364.771,273.450,201.054,155.432,150.776,150.253,137.563,132.800,152.408,170.517,133.486,135.557,91.662,79.408,79.490,79.063,77.432,11.173,120.612,120.419,118.069,118.483,119.393,208.454,207.561,209.844,209.826,301.000,254.993,240.628,NaN,12.360,0.000 ,NaN,212.803
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121.681,233.633,264.121,262.730,253.338,256.480,316.489,316.305,318.413,449.247,449.807,449.500,449.759,340.782,339.582,337.106,292.287,299.058,284.566,412.087,446.845,677.514,711.094,710.488,698.586,673.228,639.878,587.359,514.053,434.762,356.645,289.185,278.928,277.984,273.447,273.392,273.424,245.266,176.868,177.571,293.442,280.704,280.711,280.812,279.637,203.605,102.869,102.910,106.341,105.862,105.580,83.833,94.311,60.037,59.837,181.104,137.600,124.164,NaN,209.102,212.803,NaN,0.000
